operation,family,group,precision_variant,patch_size,num_platform_pairs,observations,exact_equal_count,allclose_count,divergent_count,same_shape_count,mean_fraction_unequal,median_fraction_unequal,max_fraction_unequal,mean_max_abs_diff,max_max_abs_diff,mean_max_rel_diff,max_max_rel_diff,mean_num_unequal,max_num_unequal,total_num_unequal,total_num_elements,exact_equal_rate,allclose_rate,divergent_rate,same_shape_rate,global_unequal_element_rate
patch_var_d_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.3120609120609121,0.5201015201015201,0.5201015201015201,4.291534423828125e-07,7.152557373046875e-07,2.012170164088621e-07,3.3536175024850306e-07,34673.4,57789,1040202,3333330,0.4,0.4,0.6,1.0,0.3120609120609121
patch_var_mul_ab_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.310995,0.518325,0.518325,5.7220458984375e-07,9.5367431640625e-07,1.9751615750750945e-07,3.291936500300609e-07,12439.8,20733,373194,1200000,0.4,0.4,0.6,1.0,0.310995
patch_var_d_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.304545,0.507575,0.507575,2.1457672119140626e-07,3.5762786865234375e-07,1.6584372476713957e-07,2.7640624614542853e-07,12181.8,20303,365454,1200000,0.4,0.4,0.6,1.0,0.304545
patch_var_b_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.30283499999999997,0.504725,0.504725,2.86102294921875e-07,4.76837158203125e-07,1.6542829039741935e-07,2.757138553380868e-07,12113.4,20189,363402,1200000,0.4,0.4,0.6,1.0,0.302835
patch_var_c_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.3021,0.5035,0.5035,2.86102294921875e-07,4.76837158203125e-07,1.607734345479542e-07,2.679557601467254e-07,12084.0,20140,362520,1200000,0.4,0.4,0.6,1.0,0.3021
patch_var_a_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.30193500000000006,0.503225,0.503225,2.86102294921875e-07,4.76837158203125e-07,1.545053436316893e-07,2.5750893920823384e-07,12077.4,20129,362322,1200000,0.4,0.4,0.6,1.0,0.301935
patch_cumsum_b_25,patch_cumulative,patch_based,fp32,25.0,30,30,12,12,18,30,0.287394,0.47899,0.47899,1.2874603271484376e-06,2.1457672119140625e-06,0.15584753787878788,0.29292929292929293,287394.0,478990,8621820,30000000,0.4,0.4,0.6,1.0,0.287394
patch_cumsum_c_25,patch_cumulative,patch_based,fp32,25.0,30,30,12,12,18,30,0.28726080000000004,0.478768,0.478768,1.1444091796875e-06,1.9073486328125e-06,0.016187915874524714,0.02734375,287260.8,478768,8617824,30000000,0.4,0.4,0.6,1.0,0.2872608
patch_cumsum_a_25,patch_cumulative,patch_based,fp32,25.0,30,30,12,12,18,30,0.2867676,0.477946,0.477946,1.1444091796875e-06,1.9073486328125e-06,0.08927591920023963,0.15980230642504117,286767.6,477946,8603028,30000000,0.4,0.4,0.6,1.0,0.2867676
patch_cumsum_d_25,patch_cumulative,patch_based,fp32,25.0,30,30,12,12,18,30,0.2867592,0.477932,0.477932,1.1444091796875e-06,1.9073486328125e-06,0.04478013386168874,0.07741477272727272,286759.2,477932,8602776,30000000,0.4,0.4,0.6,1.0,0.2867592
patch_cumsum_mul_cd_25,patch_cumulative,patch_based,fp32,25.0,30,30,12,12,18,30,0.2836086,0.472681,0.472681,2.288818359375e-06,3.814697265625e-06,0.04601761098727509,0.07963284544777971,283608.6,472681,8508258,30000000,0.4,0.4,0.6,1.0,0.2836086
patch_cumsum_mul_ab_25,patch_cumulative,patch_based,fp32,25.0,30,30,12,12,18,30,0.28349820000000003,0.472497,0.472497,2.288818359375e-06,3.814697265625e-06,0.012693211936050176,0.021379102679915687,283498.2,472497,8504946,30000000,0.4,0.4,0.6,1.0,0.2834982
patch_norm_l1_mul_ab_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.27167427167427166,0.45279045279045277,0.45279045279045277,1.71661376953125e-06,2.86102294921875e-06,1.7615588229753647e-07,2.9359318026102587e-07,30186.0,50310,905580,3333330,0.4,0.4,0.6,1.0,0.27167427167427166
patch_norm_l1_mul_cd_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.27061587061587056,0.451026451026451,0.451026451026451,1.71661376953125e-06,2.86102294921875e-06,1.5037783056503997e-07,2.506297490160276e-07,30068.4,50114,902052,3333330,0.4,0.4,0.6,1.0,0.2706158706158706
patch_norm_l1_b_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.2705078705078705,0.45084645084645086,0.45084645084645086,1.71661376953125e-06,2.86102294921875e-06,1.67531977084421e-07,2.792200007892619e-07,30056.4,50094,901692,3333330,0.4,0.4,0.6,1.0,0.2705078705078705
patch_norm_l1_a_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.26919566919566923,0.4486594486594487,0.4486594486594487,1.71661376953125e-06,2.86102294921875e-06,1.611386775124962e-07,2.6856449858426223e-07,29910.6,49851,897318,3333330,0.4,0.4,0.6,1.0,0.2691956691956692
patch_norm_l1_d_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.26833706833706833,0.44722844722844723,0.44722844722844723,1.71661376953125e-06,2.86102294921875e-06,1.6097337379667662e-07,2.6828899231727644e-07,29815.2,49692,894456,3333330,0.4,0.4,0.6,1.0,0.26833706833706833
patch_norm_l1_c_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.2674514674514674,0.44575244575244577,0.44575244575244577,1.71661376953125e-06,2.86102294921875e-06,1.7651271766776482e-07,2.9418790605285733e-07,29716.8,49528,891504,3333330,0.4,0.4,0.6,1.0,0.2674514674514675
rsqrt_a,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.2060208,0.343368,0.343368,3.662109375e-05,6.103515625e-05,1.1167435311933087e-07,1.861239391866086e-07,206020.8,343368,6180624,30000000,0.4,0.4,0.6,1.0,0.2060208
rsqrt_b,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.20578200000000002,0.34297,0.34297,3.662109375e-05,6.103515625e-05,1.116720252177777e-07,1.8612005934996453e-07,205782.0,342970,6173460,30000000,0.4,0.4,0.6,1.0,0.205782
patch_std_mul_cd_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.1928773928773929,0.32146232146232145,0.32146232146232145,2.86102294921875e-07,4.76837158203125e-07,1.2664453201679447e-07,2.1107424230415397e-07,21430.8,35718,642924,3333330,0.4,0.4,0.6,1.0,0.1928773928773929
patch_std_mul_ab_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.19208899208899208,0.3201483201483202,0.3201483201483202,2.86102294921875e-07,4.76837158203125e-07,1.3700273857057685e-07,2.2833792368672585e-07,21343.2,35572,640296,3333330,0.4,0.4,0.6,1.0,0.19208899208899208
patch_std_a_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.19124119124119124,0.31873531873531874,0.31873531873531874,1.430511474609375e-07,2.384185791015625e-07,1.3742249228286997e-07,2.2903751336720188e-07,21249.0,35415,637470,3333330,0.4,0.4,0.6,1.0,0.19124119124119124
patch_std_b_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.19105759105759107,0.31842931842931843,0.31842931842931843,1.430511474609375e-07,2.384185791015625e-07,1.3354972840993522e-07,2.2258290545479475e-07,21228.6,35381,636858,3333330,0.4,0.4,0.6,1.0,0.19105759105759107
patch_std_c_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.19082539082539082,0.31804231804231803,0.31804231804231803,1.430511474609375e-07,2.384185791015625e-07,1.2946574557542874e-07,2.15776265905408e-07,21202.8,35338,636084,3333330,0.4,0.4,0.6,1.0,0.19082539082539082
patch_std_mul_cd_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.19018500000000002,0.316975,0.316975,1.430511474609375e-07,2.384185791015625e-07,1.2622022083700345e-07,2.1036705685548373e-07,7607.4,12679,228222,1200000,0.4,0.4,0.6,1.0,0.190185
patch_std_d_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.18945918945918946,0.31576531576531575,0.31576531576531575,1.430511474609375e-07,2.384185791015625e-07,1.4018251061970323e-07,2.3363754499275023e-07,21051.0,35085,631530,3333330,0.4,0.4,0.6,1.0,0.18945918945918946
patch_std_d_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.18913499999999997,0.315225,0.315225,1.430511474609375e-07,2.384185791015625e-07,1.0410162122659896e-07,1.735027170959254e-07,7565.4,12609,226962,1200000,0.4,0.4,0.6,1.0,0.189135
patch_std_a_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.188895,0.314825,0.314825,1.430511474609375e-07,2.384185791015625e-07,1.2138689381661357e-07,2.0231151015932538e-07,7555.8,12593,226674,1200000,0.4,0.4,0.6,1.0,0.188895
patch_cumsum_b_9,patch_cumulative,patch_based,fp32,9.0,30,30,12,12,18,30,0.1887901887901888,0.3146503146503147,0.3146503146503147,1.1444091796875e-06,1.9073486328125e-06,0.018779457774376517,0.03178879310344827,188790.0,314650,5663700,29999970,0.4,0.4,0.6,1.0,0.1887901887901888
patch_cumsum_d_9,patch_cumulative,patch_based,fp32,9.0,30,30,12,12,18,30,0.18861798861798862,0.3143633143633144,0.3143633143633144,5.7220458984375e-07,9.5367431640625e-07,0.00754746835443038,0.012658227848101266,188617.8,314363,5658534,29999970,0.4,0.4,0.6,1.0,0.18861798861798862
patch_cumsum_a_9,patch_cumulative,patch_based,fp32,9.0,30,30,12,12,18,30,0.18853638853638852,0.3142273142273142,0.3142273142273142,5.7220458984375e-07,9.5367431640625e-07,0.028909214651047684,0.049342105263157895,188536.2,314227,5656086,29999970,0.4,0.4,0.6,1.0,0.18853638853638854
patch_std_mul_ab_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.188175,0.313625,0.313625,1.430511474609375e-07,2.384185791015625e-07,1.174914977767193e-07,1.9581918213377113e-07,7527.0,12545,225810,1200000,0.4,0.4,0.6,1.0,0.188175
patch_cumsum_c_9,patch_cumulative,patch_based,fp32,9.0,30,30,12,12,18,30,0.18812718812718815,0.31354531354531356,0.31354531354531356,1.1444091796875e-06,1.9073486328125e-06,0.011146472392638036,0.01875,188127.0,313545,5643810,29999970,0.4,0.4,0.6,1.0,0.18812718812718812
patch_cumsum_mul_cd_9,patch_cumulative,patch_based,fp32,9.0,30,30,12,12,18,30,0.18695238695238695,0.31158731158731157,0.31158731158731157,8.58306884765625e-07,1.430511474609375e-06,0.019827519379844963,0.03359173126614987,186952.2,311587,5608566,29999970,0.4,0.4,0.6,1.0,0.18695238695238695
patch_cumsum_mul_ab_9,patch_cumulative,patch_based,fp32,9.0,30,30,12,12,18,30,0.18668778668778668,0.31114631114631114,0.31114631114631114,1.1444091796875e-06,1.9073486328125e-06,0.01097910327120578,0.018465909090909092,186687.6,311146,5600628,29999970,0.4,0.4,0.6,1.0,0.18668778668778668
patch_std_c_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.186345,0.310575,0.310575,7.152557373046875e-08,1.1920928955078125e-07,9.821357688117942e-08,1.636893081990583e-07,7453.8,12423,223614,1200000,0.4,0.4,0.6,1.0,0.186345
patch_std_b_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.185175,0.308625,0.308625,7.152557373046875e-08,1.1920928955078125e-07,9.731439043847253e-08,1.6219066388369113e-07,7407.0,12345,222210,1200000,0.4,0.4,0.6,1.0,0.185175
patch_norm_l2_mul_cd_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.17037,0.28395,0.28395,1.1444091796875e-06,1.9073486328125e-06,1.2361670333618952e-07,2.0602786011738439e-07,6814.8,11358,204444,1200000,0.4,0.4,0.6,1.0,0.17037
patch_norm_l2_mul_ab_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.168345,0.280575,0.280575,1.1444091796875e-06,1.9073486328125e-06,1.320713475833931e-07,2.2011893686515635e-07,6733.8,11223,202014,1200000,0.4,0.4,0.6,1.0,0.168345
patch_norm_l2_b_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.15442395442395443,0.2573732573732574,0.2573732573732574,2.86102294921875e-07,4.76837158203125e-07,1.2218223582291644e-07,2.0363708043888677e-07,17158.2,28597,514746,3333330,0.4,0.4,0.6,1.0,0.15442395442395443
patch_norm_l2_d_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.154018954018954,0.2566982566982567,0.2566982566982567,2.86102294921875e-07,4.76837158203125e-07,1.2993014053352427e-07,2.1655025766954243e-07,17113.2,28522,513396,3333330,0.4,0.4,0.6,1.0,0.15401895401895402
patch_norm_l2_b_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.15385500000000002,0.256425,0.256425,5.7220458984375e-07,9.5367431640625e-07,1.1580009275587537e-07,1.9300017321765545e-07,6154.2,10257,184626,1200000,0.4,0.4,0.6,1.0,0.153855
patch_norm_l2_mul_ab_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.1537057537057537,0.25617625617625617,0.25617625617625617,5.7220458984375e-07,9.5367431640625e-07,1.264493199555587e-07,2.107488888001402e-07,17078.4,28464,512352,3333330,0.4,0.4,0.6,1.0,0.1537057537057537
patch_norm_l2_c_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.15329535329535332,0.2554922554922555,0.2554922554922555,5.7220458984375e-07,9.5367431640625e-07,1.2843344060023087e-07,2.1405575724364682e-07,17032.8,28388,510984,3333330,0.4,0.4,0.6,1.0,0.1532953532953533
patch_norm_l2_a_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.153105,0.255175,0.255175,5.7220458984375e-07,9.5367431640625e-07,1.2197550304984625e-07,2.0329252574699837e-07,6124.2,10207,183726,1200000,0.4,0.4,0.6,1.0,0.153105
patch_norm_l2_c_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.152475,0.254125,0.254125,5.7220458984375e-07,9.5367431640625e-07,1.189994408017956e-07,1.983324210041967e-07,6099.0,10165,182970,1200000,0.4,0.4,0.6,1.0,0.152475
patch_norm_l2_a_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.15229095229095227,0.2538182538182538,0.2538182538182538,2.86102294921875e-07,4.76837158203125e-07,1.1601118734550078e-07,1.9335199760166183e-07,16921.2,28202,507636,3333330,0.4,0.4,0.6,1.0,0.1522909522909523
patch_norm_l2_d_25,patch_reduction,patch_based,fp32,25.0,30,30,12,12,18,30,0.152145,0.253575,0.253575,5.7220458984375e-07,9.5367431640625e-07,1.313720364110752e-07,2.1895341798875301e-07,6085.8,10143,182574,1200000,0.4,0.4,0.6,1.0,0.152145
patch_norm_l2_mul_cd_9,patch_reduction,patch_based,fp32,9.0,30,30,12,12,18,30,0.15184275184275184,0.25307125307125306,0.25307125307125306,5.7220458984375e-07,9.5367431640625e-07,1.3374464269115785e-07,2.2290776266252623e-07,16871.4,28119,506142,3333330,0.4,0.4,0.6,1.0,0.15184275184275184
addcmul_abc,mixed_fused,mixed_fused,fp32,,30,30,12,12,18,30,0.14055179999999998,0.234253,0.234253,5.7220458984375e-07,9.5367431640625e-07,0.002634509825820033,0.004400489443824405,140551.8,234253,4216554,30000000,0.4,0.4,0.6,1.0,0.1405518
cos_b,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.11214,0.1869,0.1869,3.5762786865234374e-08,5.960464477539063e-08,7.152477651040535e-08,1.1920796795594455e-07,112140.0,186900,3364200,30000000,0.4,0.4,0.6,1.0,0.11214
cos_a,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.111564,0.18594,0.18594,3.5762786865234374e-08,5.960464477539063e-08,7.152470829988834e-08,1.1920785427173597e-07,111564.0,185940,3346920,30000000,0.4,0.4,0.6,1.0,0.111564
expm1_b,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.09878819999999999,0.164647,0.164647,2.288818359375e-06,3.814697265625e-06,7.15242649346989e-08,1.1920711532966548e-07,98788.2,164647,2963646,30000000,0.4,0.4,0.6,1.0,0.0987882
expm1_a,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.0983982,0.163997,0.163997,2.288818359375e-06,3.814697265625e-06,7.152221870505115e-08,1.192037049465127e-07,98398.2,163997,2951946,30000000,0.4,0.4,0.6,1.0,0.0983982
sin_b,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.08836619999999999,0.147277,0.147277,3.5762786865234374e-08,5.960464477539063e-08,7.152555241419328e-08,1.192092611290786e-07,88366.2,147277,2650986,30000000,0.4,0.4,0.6,1.0,0.0883662
sin_a,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.08823659999999998,0.147061,0.147061,3.5762786865234374e-08,5.960464477539063e-08,7.152139172045746e-08,1.1920232663869227e-07,88236.6,147061,2647098,30000000,0.4,0.4,0.6,1.0,0.0882366
hypot_cd,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.0782076,0.130346,0.130346,2.86102294921875e-07,4.76837158203125e-07,7.152541599032954e-08,1.1920903375594525e-07,78207.6,130346,2346228,30000000,0.4,0.4,0.6,1.0,0.0782076
hypot_ab,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.0780894,0.130149,0.130149,2.86102294921875e-07,4.76837158203125e-07,7.152548420219636e-08,1.192091474424035e-07,78089.4,130149,2342682,30000000,0.4,0.4,0.6,1.0,0.0780894
log1p_b,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.052308,0.08718,0.08718,7.152557373046875e-08,1.1920928955078125e-07,7.152292634622712e-08,1.1920488434861325e-07,52308.0,87180,1569240,30000000,0.4,0.4,0.6,1.0,0.052308
log1p_a,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,12,12,18,30,0.0517656,0.086276,0.086276,7.152557373046875e-08,1.1920928955078125e-07,7.152554388768656e-08,1.1920924691823235e-07,51765.6,86276,1552968,30000000,0.4,0.4,0.6,1.0,0.0517656
patch_sum_fp64_mul_cd_25,patch_reduction,patch_based,fp64,25.0,30,30,12,12,18,30,1.5000000000000002e-05,2.5e-05,2.5e-05,1.3322676295501878e-16,2.220446049250313e-16,1.6529014884310116e-16,2.7548358140516863e-16,0.6,1,18,1200000,0.4,0.4,0.6,1.0,1.5e-05
patch_sum_fp64_mul_cd_9,patch_reduction,patch_based,fp64,9.0,30,30,12,12,18,30,5.400005400005401e-06,9.000009000009e-06,9.000009000009e-06,1.3322676295501878e-16,2.220446049250313e-16,2.200422371355433e-16,3.6673706189257223e-16,0.6,1,18,3333330,0.4,0.4,0.6,1.0,5.4000054000054e-06
sum_a_fp64,global_reduction,global_reduction_cumulative,fp64,,30,30,14,14,16,30,0.5333333333333333,1.0,1.0,3.031649005909761e-14,5.684341886080802e-14,4.3439807380406514e-16,8.144963883826224e-16,0.5333333333333333,1,16,30,0.4666666666666667,0.4666666666666667,0.5333333333333333,1.0,0.5333333333333333
cumsum_a_fp64,global_cumulative,global_reduction_cumulative,fp64,,30,30,14,14,16,30,0.06116693333333333,0.114688,0.114688,3.031649005909761e-14,5.684341886080802e-14,4.192880196488874e-13,7.861650368419729e-13,61166.933333333334,114688,1835008,30000000,0.4666666666666667,0.4666666666666667,0.5333333333333333,1.0,0.06116693333333333
sum_b_fp64,global_reduction,global_reduction_cumulative,fp64,,30,30,20,20,10,30,0.3333333333333333,0.0,1.0,1.8947806286936004e-14,5.684341886080802e-14,4.570477939346816e-16,1.3711433818040458e-15,0.3333333333333333,1,10,30,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333
sqrt_a,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,20,20,10,30,0.0021693333333333334,0.0,0.006508,3.9736429850260414e-08,1.1920928955078125e-07,3.972288441925684e-08,1.1916866035835446e-07,2169.3333333333335,6508,65080,30000000,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0021693333333333334
sqrt_b,transcendental_nonlinear,transcendental_nonlinear,fp32,,30,30,20,20,10,30,0.0021413333333333336,0.0,0.006424,7.947285970052083e-08,2.384185791015625e-07,3.97228654843753e-08,1.191686035537031e-07,2141.3333333333335,6424,64240,30000000,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.002141333333333333
a_reshape_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
a_reshape_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
a_trim_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
a_trim_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
abs_a,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
abs_b,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_ab,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_ab_cd,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_abc,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_abcd,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_abcde,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_abcdef,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_abcdefg,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_abcdefgh,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_all_tree,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_cd,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_ef,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_ef_gh,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
add_gh,elementwise_arithmetic,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
addcdiv_abc,mixed_fused,mixed_fused,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
assoc_diff_abc,associativity_tests,associativity_tests,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
assoc_diff_abcd,associativity_tests,associativity_tests,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
b_reshape_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
b_reshape_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
b_trim_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
b_trim_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
c_reshape_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
c_reshape_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
c_trim_patch_25,patch_preparation,patch_based,fp32,25.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
c_trim_patch_9,patch_preparation,patch_based,fp32,9.0,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29999970,1.0,1.0,0.0,1.0,0.0
ceil_a,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
ceil_b,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
clamp_a,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
clamp_b,rounding_sign,rounding_sign,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
cube_a,power_like,elementwise_arithmetic,fp32,,30,30,30,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30000000,1.0,1.0,0.0,1.0,0.0
