patch_size,family,operation,precision_variant,observations,exact_equal_count,divergent_count,mean_fraction_unequal,max_fraction_unequal,mean_max_abs_diff,max_max_abs_diff,mean_max_rel_diff,max_max_rel_diff,total_num_unequal,total_num_elements,exact_equal_rate,divergent_rate,global_unequal_element_rate
25.0,patch_reduction,patch_mean_a_25,fp32,18,0,18,0.717975,0.717975,1.7881393432617188e-07,1.7881393432617188e-07,0.0025094118369357672,0.0025125604058627007,516942,720000,0.0,1.0,0.717975
25.0,patch_reduction,patch_mean_b_25,fp32,18,0,18,0.715575,0.715575,1.1920928955078125e-07,1.1920928955078125e-07,0.00484263893023063,0.004854364437391164,515214,720000,0.0,1.0,0.715575
25.0,patch_reduction,patch_mean_c_25,fp32,18,0,18,0.71455,0.71455,1.1920928955078125e-07,1.1920928955078125e-07,0.0017275440296235986,0.0017290362326974076,514476,720000,0.0,1.0,0.71455
25.0,patch_reduction,patch_mean_d_25,fp32,18,0,18,0.720425,0.720425,1.7881393432617188e-07,1.7881393432617188e-07,0.052209394324536404,0.05357137725365427,518706,720000,0.0,1.0,0.720425
25.0,patch_reduction,patch_mean_mul_ab_25,fp32,18,0,18,0.718075,0.718075,1.7881393432617188e-07,1.7881393432617188e-07,0.0015044160464019226,0.0015055476795819615,517014,720000,0.0,1.0,0.718075
25.0,patch_reduction,patch_mean_mul_cd_25,fp32,18,0,18,0.71215,0.71215,1.7881393432617188e-07,1.7881393432617188e-07,0.002459967433855016,0.002462993149165353,512748,720000,0.0,1.0,0.71215
25.0,patch_reduction,patch_norm_l1_a_25,fp32,18,0,18,0.581675,0.581675,7.62939453125e-06,7.62939453125e-06,3.6740392387391937e-07,3.67403991366741e-07,418806,720000,0.0,1.0,0.581675
25.0,patch_reduction,patch_norm_l1_b_25,fp32,18,0,18,0.58385,0.58385,7.62939453125e-06,7.62939453125e-06,3.9378749041498165e-07,3.9378756794927543e-07,420372,720000,0.0,1.0,0.58385
25.0,patch_reduction,patch_norm_l1_c_25,fp32,18,0,18,0.585225,0.585225,7.62939453125e-06,7.62939453125e-06,4.09153583980836e-07,4.0915366768416365e-07,421362,720000,0.0,1.0,0.585225
25.0,patch_reduction,patch_norm_l1_d_25,fp32,18,0,18,0.582425,0.582425,7.62939453125e-06,7.62939453125e-06,3.674513099455598e-07,3.674513774557924e-07,419346,720000,0.0,1.0,0.582425
25.0,patch_reduction,patch_norm_l1_mul_ab_25,fp32,18,0,18,0.602,0.602,7.62939453125e-06,7.62939453125e-06,4.312049202206417e-07,4.3120501318948336e-07,433440,720000,0.0,1.0,0.602
25.0,patch_reduction,patch_norm_l1_mul_cd_25,fp32,18,0,18,0.60805,0.60805,7.62939453125e-06,7.62939453125e-06,3.776443459598477e-07,3.7764441726747376e-07,437796,720000,0.0,1.0,0.60805
25.0,patch_reduction,patch_norm_l2_a_25,fp32,18,0,18,0.255175,0.255175,9.5367431640625e-07,9.5367431640625e-07,2.0329250508307707e-07,2.0329252574699837e-07,183726,720000,0.0,1.0,0.255175
25.0,patch_reduction,patch_norm_l2_b_25,fp32,18,0,18,0.256425,0.256425,9.5367431640625e-07,9.5367431640625e-07,1.9300015459312563e-07,1.9300017321765545e-07,184626,720000,0.0,1.0,0.256425
25.0,patch_reduction,patch_norm_l2_c_25,fp32,18,0,18,0.254125,0.254125,9.5367431640625e-07,9.5367431640625e-07,1.98332401336326e-07,1.983324210041967e-07,182970,720000,0.0,1.0,0.254125
25.0,patch_reduction,patch_norm_l2_d_25,fp32,18,0,18,0.253575,0.253575,9.5367431640625e-07,9.5367431640625e-07,2.1895339401845866e-07,2.1895341798875301e-07,182574,720000,0.0,1.0,0.253575
25.0,patch_reduction,patch_norm_l2_mul_ab_25,fp32,18,0,18,0.280575,0.280575,1.9073486328125e-06,1.9073486328125e-06,2.201189126389885e-07,2.2011893686515635e-07,202014,720000,0.0,1.0,0.280575
25.0,patch_reduction,patch_norm_l2_mul_cd_25,fp32,18,0,18,0.28395,0.28395,1.9073486328125e-06,1.9073486328125e-06,2.0602783889364919e-07,2.0602786011738439e-07,204444,720000,0.0,1.0,0.28395
25.0,patch_reduction,patch_std_a_25,fp32,18,0,18,0.314825,0.314825,2.384185791015625e-07,2.384185791015625e-07,2.0231148969435594e-07,2.0231151015932538e-07,226674,720000,0.0,1.0,0.314825
25.0,patch_reduction,patch_std_b_25,fp32,18,0,18,0.308625,0.308625,1.1920928955078125e-07,1.1920928955078125e-07,1.6219065073078755e-07,1.6219066388369113e-07,222210,720000,0.0,1.0,0.308625
25.0,patch_reduction,patch_std_c_25,fp32,18,0,18,0.310575,0.310575,1.1920928955078125e-07,1.1920928955078125e-07,1.636892948019657e-07,1.636893081990583e-07,223614,720000,0.0,1.0,0.310575
25.0,patch_reduction,patch_std_d_25,fp32,18,0,18,0.315225,0.315225,2.384185791015625e-07,2.384185791015625e-07,1.735027020443316e-07,1.735027170959254e-07,226962,720000,0.0,1.0,0.315225
25.0,patch_reduction,patch_std_mul_ab_25,fp32,18,0,18,0.313625,0.313625,2.384185791015625e-07,2.384185791015625e-07,1.9581916296119885e-07,1.9581918213377113e-07,225810,720000,0.0,1.0,0.313625
25.0,patch_reduction,patch_std_mul_cd_25,fp32,18,0,18,0.316975,0.316975,2.384185791015625e-07,2.384185791015625e-07,2.1036703472833908e-07,2.1036705685548373e-07,228222,720000,0.0,1.0,0.316975
25.0,patch_reduction,patch_sum_a_25,fp32,18,0,18,0.6699,0.6699,3.814697265625e-06,3.814697265625e-06,0.0025094142391153765,0.002512562814070352,482328,720000,0.0,1.0,0.6699
25.0,patch_reduction,patch_sum_b_25,fp32,18,0,18,0.668,0.668,3.814697265625e-06,3.814697265625e-06,0.004842643403217484,0.0048543689320388345,480960,720000,0.0,1.0,0.668
25.0,patch_reduction,patch_sum_c_25,fp32,18,0,18,0.66805,0.66805,2.86102294921875e-06,2.86102294921875e-06,0.0017276143037643055,0.001729106628242075,480996,720000,0.0,1.0,0.66805
