patch_size,family,operation,precision_variant,observations,exact_equal_count,divergent_count,mean_fraction_unequal,max_fraction_unequal,mean_max_abs_diff,max_max_abs_diff,mean_max_rel_diff,max_max_rel_diff,total_num_unequal,total_num_elements,exact_equal_rate,divergent_rate,global_unequal_element_rate
25.0,patch_softmax,patch_softmax_c_25,fp32,30,8,22,0.3195861333333333,0.50879,8.742014567057291e-08,1.1920928955078125e-07,2.9655586070759917e-07,4.5991189467833647e-07,9587584,30000000,0.26666666666666666,0.7333333333333333,0.31958613333333336
25.0,patch_softmax,patch_softmax_d_25,fp32,30,8,22,0.3200400666666666,0.509883,8.145968119303386e-08,1.1920928955078125e-07,3.285014315027538e-07,4.6954870969188446e-07,9601202,30000000,0.26666666666666666,0.7333333333333333,0.3200400666666667
25.0,patch_softmax,patch_softmax_mul_ab_25,fp32,30,8,22,0.31691413333333335,0.505918,1.5099843343098958e-07,2.384185791015625e-07,3.187025199801411e-07,4.7497561297087155e-07,9507424,30000000,0.26666666666666666,0.7333333333333333,0.31691413333333335
25.0,patch_softmax,patch_softmax_mul_cd_25,fp32,30,8,22,0.31694713333333335,0.505846,1.629193623860677e-07,2.384185791015625e-07,3.0356744919509416e-07,4.355433324674732e-07,9508414,30000000,0.26666666666666666,0.7333333333333333,0.31694713333333335
25.0,patch_cumulative,patch_cumsum_a_25,fp32,30,12,18,0.2867676,0.477946,1.1444091796875e-06,1.9073486328125e-06,0.08927591920023963,0.15980230642504117,8603028,30000000,0.4,0.6,0.2867676
25.0,patch_cumulative,patch_cumsum_b_25,fp32,30,12,18,0.287394,0.47899,1.2874603271484376e-06,2.1457672119140625e-06,0.15584753787878788,0.29292929292929293,8621820,30000000,0.4,0.6,0.287394
25.0,patch_cumulative,patch_cumsum_c_25,fp32,30,12,18,0.28726080000000004,0.478768,1.1444091796875e-06,1.9073486328125e-06,0.016187915874524714,0.02734375,8617824,30000000,0.4,0.6,0.2872608
25.0,patch_cumulative,patch_cumsum_d_25,fp32,30,12,18,0.2867592,0.477932,1.1444091796875e-06,1.9073486328125e-06,0.04478013386168874,0.07741477272727272,8602776,30000000,0.4,0.6,0.2867592
25.0,patch_cumulative,patch_cumsum_mul_ab_25,fp32,30,12,18,0.28349820000000003,0.472497,2.288818359375e-06,3.814697265625e-06,0.012693211936050176,0.021379102679915687,8504946,30000000,0.4,0.6,0.2834982
25.0,patch_cumulative,patch_cumsum_mul_cd_25,fp32,30,12,18,0.2836086,0.472681,2.288818359375e-06,3.814697265625e-06,0.04601761098727509,0.07963284544777971,8508258,30000000,0.4,0.6,0.2836086
25.0,patch_reduction,patch_mean_a_25,fp32,30,12,18,0.43078500000000003,0.717975,1.0728836059570313e-07,1.7881393432617188e-07,0.0015056471021614602,0.0025125604058627007,516942,1200000,0.4,0.6,0.430785
25.0,patch_reduction,patch_mean_b_25,fp32,30,12,18,0.429345,0.715575,7.152557373046875e-08,1.1920928955078125e-07,0.002905583358138378,0.004854364437391164,515214,1200000,0.4,0.6,0.429345
25.0,patch_reduction,patch_mean_c_25,fp32,30,12,18,0.42873,0.71455,7.152557373046875e-08,1.1920928955078125e-07,0.001036526417774159,0.0017290362326974076,514476,1200000,0.4,0.6,0.42873
25.0,patch_reduction,patch_mean_d_25,fp32,30,12,18,0.43225499999999994,0.720425,1.0728836059570313e-07,1.7881393432617188e-07,0.031325636594721845,0.05357137725365427,518706,1200000,0.4,0.6,0.432255
25.0,patch_reduction,patch_mean_mul_ab_25,fp32,30,12,18,0.430845,0.718075,1.0728836059570313e-07,1.7881393432617188e-07,0.0009026496278411536,0.0015055476795819615,517014,1200000,0.4,0.6,0.430845
25.0,patch_reduction,patch_mean_mul_cd_25,fp32,30,12,18,0.42729,0.71215,1.0728836059570313e-07,1.7881393432617188e-07,0.0014759804603130095,0.002462993149165353,512748,1200000,0.4,0.6,0.42729
25.0,patch_reduction,patch_norm_l1_a_25,fp32,30,12,18,0.349005,0.581675,4.57763671875e-06,7.62939453125e-06,2.2044235432435162e-07,3.67403991366741e-07,418806,1200000,0.4,0.6,0.349005
